"logFC","AveExpr","t","pvalue","adj.pvalue","B","contrast","protein","organism","label","TlogFC"
"sp|P16861|PFKA1_YEAST1",0.471729821504251,9.37528510874426,12.284553454712,1.7560630023134e-05,0.00110725807842982,3.78898210989576,"conditionD-conditionB","sp|P16861|PFKA1_YEAST","YEAST","1","0.584962500721156"
"sp|P0CX35|RS4A_YEAST;sp|P0CX36|RS4B_YEAST1",0.471731382477063,11.2494747656352,12.2819707779016,1.75820815186536e-05,0.00110725807842982,3.78777124012185,"conditionD-conditionB","sp|P0CX35|RS4A_YEAST;sp|P0CX36|RS4B_YEAST","YEAST","1","0.584962500721156"
"sp|P38707|SYNC_YEAST1",0.517652284702374,8.69755396485687,12.2778546792217,1.76163323846996e-05,0.00110725807842982,3.78584080301466,"conditionD-conditionB","sp|P38707|SYNC_YEAST","YEAST","1","0.584962500721156"
"sp|P00815|HIS2_YEAST1",0.422509825046538,8.58687728724598,12.2451041246296,1.78916332050475e-05,0.00110725807842982,3.77045311469092,"conditionD-conditionB","sp|P00815|HIS2_YEAST","YEAST","1","0.584962500721156"
"sp|P00950|PMG1_YEAST1",0.477050865077098,11.7243091322464,12.2283876041683,1.8034075370254e-05,0.00110725807842982,3.76257986462117,"conditionD-conditionB","sp|P00950|PMG1_YEAST","YEAST","1","0.584962500721156"
"sp|P15992|HSP26_YEAST1",0.485094236841599,10.5561899288689,12.2131675067169,1.816491233284e-05,0.00110725807842982,3.75540016355137,"conditionD-conditionB","sp|P15992|HSP26_YEAST","YEAST","1","0.584962500721156"
"sp|P06168|ILV5_YEAST1",0.52388317178867,10.4315056247293,12.2094306223088,1.81972040662833e-05,0.00110725807842982,3.75363574002633,"conditionD-conditionB","sp|P06168|ILV5_YEAST","YEAST","1","0.584962500721156"
"sp|P0CX82|RL19A_YEAST;sp|P0CX83|RL19B_YEAST1",0.496058745782502,12.0555553179732,12.1996642559079,1.82819137732593e-05,0.00110725807842982,3.74902135014154,"conditionD-conditionB","sp|P0CX82|RL19A_YEAST;sp|P0CX83|RL19B_YEAST","YEAST","1","0.584962500721156"
"sp|P40531|GVP36_YEAST1",0.481696741051023,9.30387465537672,12.164743556213,1.85885690736604e-05,0.00110725807842982,3.73248581017741,"conditionD-conditionB","sp|P40531|GVP36_YEAST","YEAST","1","0.584962500721156"
"sp|P29952|MPI_YEAST1",0.509701322495294,8.8279723521536,12.1409337199834,1.88010786510603e-05,0.00110725807842982,3.72117882986876,"conditionD-conditionB","sp|P29952|MPI_YEAST","YEAST","1","0.584962500721156"
"sp|P10592|HSP72_YEAST1",0.431803870028499,11.8928700234084,12.1221201284813,1.8970991064075e-05,0.00110725807842982,3.7122257272338,"conditionD-conditionB","sp|P10592|HSP72_YEAST","YEAST","1","0.584962500721156"
"sp|P22146|GAS1_YEAST1",0.535916993063843,9.07335554297176,12.1047895526815,1.91290885578838e-05,0.00110725807842982,3.70396366380641,"conditionD-conditionB","sp|P22146|GAS1_YEAST","YEAST","1","0.584962500721156"
