"protein","contrast","pvalue","logFC","adj.pvalue","organism","label","TlogFC"
"184","sp|P48570|HOSC_YEAST;sp|Q12122|HOSM_YEAST","conditionB-conditionA",4.07769663992976e-09,-1.02202790570016,1.68977478751593e-07,"YEAST","1","-1"
"185","sp|P05694|METE_YEAST","conditionB-conditionA",4.07999546673932e-09,-1.09075352403737,1.68977478751593e-07,"YEAST","1","-1"
"186","sp|P39968|VAC8_YEAST","conditionB-conditionA",4.10960177036581e-09,-1.01663075722189,1.68977478751593e-07,"YEAST","1","-1"
"187","sp|P0CX30|RS23B_YEAST;sp|P0CX29|RS23A_YEAST","conditionB-conditionA",4.11220696324492e-09,-1.11137169145554,1.68977478751593e-07,"YEAST","1","-1"
"188","sp|P32379|PSA5_YEAST","conditionB-conditionA",4.14248704373529e-09,-1.07321850812371,1.68977478751593e-07,"YEAST","1","-1"
"189","sp|Q05016|YM71_YEAST","conditionB-conditionA",4.18840202347381e-09,-1.09299776532121,1.68977478751593e-07,"YEAST","1","-1"
"190","sp|P22146|GAS1_YEAST","conditionB-conditionA",4.1949915289761e-09,-1.15477955152322,1.68977478751593e-07,"YEAST","1","-1"
"191","sp|P32495|NHP2_YEAST","conditionB-conditionA",4.19746396623275e-09,-1.17507027081957,1.68977478751593e-07,"YEAST","1","-1"
"192","sp|P49723|RIR4_YEAST","conditionB-conditionA",4.20330473964841e-09,-1.10621041354138,1.68977478751593e-07,"YEAST","1","-1"
"193","sp|P11076|ARF1_YEAST","conditionB-conditionA",4.22491384649945e-09,-1.11041921853377,1.68977478751593e-07,"YEAST","1","-1"
"194","sp|P32565|RPN2_YEAST","conditionB-conditionA",4.22593298034828e-09,-1.03343563971112,1.68977478751593e-07,"YEAST","1","-1"
"195","sp|P10591|HSP71_YEAST","conditionB-conditionA",4.23513760789759e-09,-1.05355253967506,1.68977478751593e-07,"YEAST","1","-1"
"196","sp|P43616|DUG1_YEAST","conditionB-conditionA",4.25998623773793e-09,-1.15138248492665,1.68977478751593e-07,"YEAST","1","-1"
"197","sp|P00447|SODM_YEAST","conditionB-conditionA",4.26216018861624e-09,-1.17646251160855,1.68977478751593e-07,"YEAST","1","-1"
"198","sp|P11484|SSB1_YEAST","conditionB-conditionA",4.2642945781886e-09,-1.03361951942133,1.68977478751593e-07,"YEAST","1","-1"
"199","sp|P32861|UGPA1_YEAST","conditionB-conditionA",4.26957867746861e-09,-1.08511442539338,1.68977478751593e-07,"YEAST","1","-1"
"200","sp|P10081|IF4A_YEAST","conditionB-conditionA",4.27127984162004e-09,-1.06471386615929,1.68977478751593e-07,"YEAST","1","-1"
"201","sp|P40185|MMF1_YEAST","conditionB-conditionA",4.27242449700756e-09,-1.18038819640916,1.68977478751593e-07,"YEAST","1","-1"
"202","sp|Q04493|PFD5_YEAST","conditionB-conditionA",4.27262042927338e-09,-1.12418138237171,1.68977478751593e-07,"YEAST","1","-1"
"203","sp|P43535|GCN20_YEAST","conditionB-conditionA",4.27840865079387e-09,-1.08830993685021,1.68977478751593e-07,"YEAST","1","-1"
"204","sp|Q12434|GDIR_YEAST","conditionB-conditionA",4.30499541832552e-09,-1.10207237221068,1.68977478751593e-07,"YEAST","1","-1"
"205","sp|P04801|SYTC_YEAST","conditionB-conditionA",4.30843411975228e-09,-1.09467389546561,1.68977478751593e-07,"YEAST","1","-1"
"206","sp|P48589|RS12_YEAST","conditionB-conditionA",4.31740667630885e-09,-1.06656338904863,1.68977478751593e-07,"YEAST","1","-1"
"207","sp|P29509|TRXB1_YEAST","conditionB-conditionA",4.32697729415834e-09,-1.07495218834453,1.68977478751593e-07,"YEAST","1","-1"
"208","sp|P39966|PP2C2_YEAST;sp|P34221|PP2C3_YEAST","conditionB-conditionA",4.33895790773891e-09,-1.10764049686493,1.68977478751593e-07,"YEAST","1","-1"
"209","sp|P41338|ERG10_YEAST","conditionB-conditionA",4.34347510496892e-09,-1.1277135330835,1.68977478751593e-07,"YEAST","1","-1"
"210","sp|P30902|ATP7_YEAST","conditionB-conditionA",4.35521434247657e-09,-1.02519445011767,1.68977478751593e-07,"YEAST","1","-1"
"211","sp|P38791|DHYS_YEAST","conditionB-conditionA",4.36482904224266e-09,-1.13357766755523,1.68977478751593e-07,"YEAST","1","-1"
"212","sp|P53221|RL26B_YEAST","conditionB-conditionA",4.41957654342324e-09,-1.31889051866406,1.68977478751593e-07,"YEAST","1","-1"
"213","sp|Q3E7X9|RS28A_YEAST;sp|P0C0X0|RS28B_YEAST","conditionB-conditionA",4.43724602716241e-09,-1.09688193391377,1.68977478751593e-07,"YEAST","1","-1"
"214","sp|P47075|VTC4_YEAST","conditionB-conditionA",4.44302434499322e-09,-1.07731265563099,1.68977478751593e-07,"YEAST","1","-1"
"215","sp|Q08971|YP225_YEAST","conditionB-conditionA",4.46245137135753e-09,-1.04607427231036,1.68977478751593e-07,"YEAST","1","-1"
"216","sp|P0CX50|RL18B_YEAST;sp|P0CX49|RL18A_YEAST","conditionB-conditionA",4.47486494650776e-09,-1.05171195522103,1.68977478751593e-07,"YEAST","1","-1"
"217","sp|Q12314|SFM1_YEAST","conditionB-conditionA",4.47586202072608e-09,-1.08360516379067,1.68977478751593e-07,"YEAST","1","-1"
"218","sp|P38264|PHO88_YEAST","conditionB-conditionA",4.4902489949796e-09,-1.06879331032296,1.68977478751593e-07,"YEAST","1","-1"
"219","sp|P46680|AIP1_YEAST","conditionB-conditionA",4.55461809830479e-09,-1.03220474939723,1.68977478751593e-07,"YEAST","1","-1"
"220","sp|P00128|QCR7_YEAST","conditionB-conditionA",4.60386753852748e-09,-1.04467391472691,1.68977478751593e-07,"YEAST","1","-1"
"221","sp|P0CX52|RS16B_YEAST;sp|P0CX51|RS16A_YEAST","conditionB-conditionA",4.60475386063462e-09,-1.12356970982846,1.68977478751593e-07,"YEAST","1","-1"
"222","sp|P38972|PUR4_YEAST","conditionB-conditionA",4.61199717953275e-09,-1.04393334113287,1.68977478751593e-07,"YEAST","1","-1"
"223","sp|P38088|SYG_YEAST","conditionB-conditionA",4.61207267749353e-09,-1.09524604752739,1.68977478751593e-07,"YEAST","1","-1"
"224","sp|P09938|RIR2_YEAST","conditionB-conditionA",4.63281187399721e-09,-1.06597481264137,1.68977478751593e-07,"YEAST","1","-1"
"225","sp|Q04491|SEC13_YEAST","conditionB-conditionA",4.68903867502645e-09,-1.06854972904141,1.68977478751593e-07,"YEAST","1","-1"
"226","sp|Q03940|RUVB1_YEAST","conditionB-conditionA",4.72108972365986e-09,-1.08377699788518,1.68977478751593e-07,"YEAST","1","-1"
"227","sp|P12385|ERF1_YEAST","conditionB-conditionA",4.74638909893103e-09,-1.07481522306012,1.68977478751593e-07,"YEAST","1","-1"
"228","sp|P25294|SIS1_YEAST","conditionB-conditionA",4.76032384557465e-09,-1.04570909877281,1.68977478751593e-07,"YEAST","1","-1"
"229","sp|P32476|ERG1_YEAST","conditionB-conditionA",4.80113421490078e-09,-1.17206479815813,1.68977478751593e-07,"YEAST","1","-1"
"230","sp|P38625|GUAA_YEAST","conditionB-conditionA",4.80352477212329e-09,-1.06996792985261,1.68977478751593e-07,"YEAST","1","-1"
"231","sp|P39935|IF4F1_YEAST","conditionB-conditionA",4.80758172035755e-09,-1.07662366330514,1.68977478751593e-07,"YEAST","1","-1"
"232","sp|P12695|ODP2_YEAST","conditionB-conditionA",4.82337973682769e-09,-1.04819739917814,1.68977478751593e-07,"YEAST","1","-1"
"233","sp|P29453|RL8B_YEAST","conditionB-conditionA",4.85804100214648e-09,-1.09064326102541,1.68977478751593e-07,"YEAST","1","-1"
"234","sp|P17555|CAP_YEAST","conditionB-conditionA",4.86898859784453e-09,-1.04728311164771,1.68977478751593e-07,"YEAST","1","-1"
"235","sp|P40319|ELO3_YEAST","conditionB-conditionA",4.90299209027257e-09,-1.20289879108899,1.68977478751593e-07,"YEAST","1","-1"
"236","sp|P00937|TRPG_YEAST","conditionB-conditionA",4.90666810293552e-09,-1.10037573726194,1.68977478751593e-07,"YEAST","1","-1"
"237","sp|P53111|ARI1_YEAST","conditionB-conditionA",4.95127846484118e-09,-1.05034563553484,1.68977478751593e-07,"YEAST","1","-1"
"238","sp|P00924|ENO1_YEAST","conditionB-conditionA",4.96332748207334e-09,-1.06524069835488,1.68977478751593e-07,"YEAST","1","-1"
"239","sp|Q05506|SYRC_YEAST","conditionB-conditionA",5.00816515517238e-09,-1.05795736267074,1.68977478751593e-07,"YEAST","1","-1"
"240","sp|P41277|GPP1_YEAST","conditionB-conditionA",5.01963184992497e-09,-1.05602090856482,1.68977478751593e-07,"YEAST","1","-1"
"241","sp|P38248|ECM33_YEAST","conditionB-conditionA",5.02513690610747e-09,-1.04494954124347,1.68977478751593e-07,"YEAST","1","-1"
"242","sp|P17649|GABAT_YEAST","conditionB-conditionA",5.03384848158953e-09,-1.1170871865656,1.68977478751593e-07,"YEAST","1","-1"
"243","sp|P47018|MTC1_YEAST","conditionB-conditionA",5.04307817633694e-09,-1.02394135276154,1.68977478751593e-07,"YEAST","1","-1"
"244","sp|P32481|IF2G_YEAST","conditionB-conditionA",5.06787965895525e-09,-1.09185585314074,1.68977478751593e-07,"YEAST","1","-1"
"245","sp|P19414|ACON_YEAST","conditionB-conditionA",5.07335863998107e-09,-1.02087040398319,1.68977478751593e-07,"YEAST","1","-1"
"246","sp|P07213|TOM70_YEAST","conditionB-conditionA",5.09110893366517e-09,-1.04808336222301,1.68977478751593e-07,"YEAST","1","-1"
"247","sp|P39730|IF2P_YEAST","conditionB-conditionA",5.14388311339898e-09,-1.03359546678914,1.68977478751593e-07,"YEAST","1","-1"
"248","sp|P06634|DED1_YEAST;sp|P24784|DBP1_YEAST","conditionB-conditionA",5.15256138641055e-09,-1.11317154008589,1.68977478751593e-07,"YEAST","1","-1"
"249","sp|P35176|CYPD_YEAST","conditionB-conditionA",5.15751982234663e-09,-1.08913915613486,1.68977478751593e-07,"YEAST","1","-1"
"250","sp|P11632|NHP6A_YEAST","conditionB-conditionA",5.16230924787649e-09,-1.12552494432854,1.68977478751593e-07,"YEAST","1","-1"
"251","sp|Q06252|YL179_YEAST","conditionB-conditionA",5.19698061930206e-09,-1.1549719027851,1.68977478751593e-07,"YEAST","1","-1"
"252","sp|P38286|MKAR_YEAST","conditionB-conditionA",5.2073221803656e-09,-1.15624291839576,1.68977478751593e-07,"YEAST","1","-1"
"253","sp|P14120|RL30_YEAST","conditionB-conditionA",5.21130062643093e-09,-1.23997399024731,1.68977478751593e-07,"YEAST","1","-1"
"254","sp|P32867|SSO1_YEAST","conditionB-conditionA",5.24151922300113e-09,-1.1093994411101,1.68977478751593e-07,"YEAST","1","-1"
"255","sp|P46655|SYEC_YEAST","conditionB-conditionA",5.28882995513379e-09,-1.09486917821836,1.68977478751593e-07,"YEAST","1","-1"
"256","sp|P38219|OLA1_YEAST","conditionB-conditionA",5.32540121423391e-09,-1.09037827973303,1.68977478751593e-07,"YEAST","1","-1"
"257","sp|P46654|RSSA2_YEAST","conditionB-conditionA",5.34913291849244e-09,-1.00759052700222,1.68977478751593e-07,"YEAST","1","-1"
"258","sp|P00549|KPYK1_YEAST;sp|P52489|KPYK2_YEAST","conditionB-conditionA",5.35630633372312e-09,-1.07909136571369,1.68977478751593e-07,"YEAST","1","-1"
"259","sp|P16140|VATB_YEAST","conditionB-conditionA",5.39081121261675e-09,-1.07199512583669,1.68977478751593e-07,"YEAST","1","-1"
"260","sp|Q08972|NEW1_YEAST","conditionB-conditionA",5.39566445435539e-09,-1.0637916433202,1.68977478751593e-07,"YEAST","1","-1"
"261","sp|P32463|ACPM_YEAST","conditionB-conditionA",5.42884817249953e-09,-1.22590199673034,1.68977478751593e-07,"YEAST","1","-1"
"262","sp|P48836|VATG_YEAST","conditionB-conditionA",5.45896746795643e-09,-1.06002626691806,1.68977478751593e-07,"YEAST","1","-1"
"263","sp|Q08985|SAM4_YEAST;sp|Q04898|YM99_YEAST","conditionB-conditionA",5.45957262076417e-09,-1.10468261688914,1.68977478751593e-07,"YEAST","1","-1"
"264","sp|P25491|MAS5_YEAST","conditionB-conditionA",5.47553993752532e-09,-1.08339697436172,1.68977478751593e-07,"YEAST","1","-1"
"265","sp|P33297|PRS6A_YEAST","conditionB-conditionA",5.48630575844443e-09,-1.06279734613812,1.68977478751593e-07,"YEAST","1","-1"
"266","sp|P60010|ACT_YEAST","conditionB-conditionA",5.50796271180001e-09,-1.12630926550802,1.68977478751593e-07,"YEAST","1","-1"
"267","sp|Q12230|LSP1_YEAST","conditionB-conditionA",5.53433161432834e-09,-1.11539279741321,1.68977478751593e-07,"YEAST","1","-1"
"268","sp|P39931|SS120_YEAST","conditionB-conditionA",5.53512139236127e-09,-1.09935351301472,1.68977478751593e-07,"YEAST","1","-1"
"269","sp|P24000|RL24B_YEAST","conditionB-conditionA",5.54609864834012e-09,-1.1386300623571,1.68977478751593e-07,"YEAST","1","-1"
"270","sp|P0CX44|RL1B_YEAST;sp|P0CX43|RL1A_YEAST","conditionB-conditionA",5.54843789359977e-09,-1.0991999085996,1.68977478751593e-07,"YEAST","1","-1"
"271","sp|P41056|RL33B_YEAST","conditionB-conditionA",5.54858540514551e-09,-1.0760154817271,1.68977478751593e-07,"YEAST","1","-1"
"272","sp|P05626|ATPF_YEAST","conditionB-conditionA",5.55412115283012e-09,-1.0570609179559,1.68977478751593e-07,"YEAST","1","-1"
"273","sp|Q05359|ERP1_YEAST","conditionB-conditionA",5.56724965137948e-09,-1.09165156315449,1.68977478751593e-07,"YEAST","1","-1"
"274","sp|P37291|GLYC_YEAST","conditionB-conditionA",5.57373779999006e-09,-1.15409934784468,1.68977478751593e-07,"YEAST","1","-1"
"275","sp|Q03219|YM44_YEAST","conditionB-conditionA",5.62705563729836e-09,-1.17942972233709,1.68977478751593e-07,"YEAST","1","-1"
"276","sp|P46672|ARC1_YEAST","conditionB-conditionA",5.65059342673482e-09,-1.0426484454379,1.68977478751593e-07,"YEAST","1","-1"
"277","sp|P32527|ZUO1_YEAST","conditionB-conditionA",5.65236243891016e-09,-1.09957881884111,1.68977478751593e-07,"YEAST","1","-1"
"278","sp|Q12159|YRA1_YEAST","conditionB-conditionA",5.65285881336573e-09,-1.07335473963498,1.68977478751593e-07,"YEAST","1","-1"
"279","sp|P07260|IF4E_YEAST","conditionB-conditionA",5.66352439885472e-09,-1.06419432303471,1.68977478751593e-07,"YEAST","1","-1"
"280","sp|P33201|MRT4_YEAST","conditionB-conditionA",5.68035020948356e-09,-1.01810030919182,1.68977478751593e-07,"YEAST","1","-1"
"281","sp|P00815|HIS2_YEAST","conditionB-conditionA",5.71210350852355e-09,-1.0572004454129,1.68977478751593e-07,"YEAST","1","-1"
"282","sp|Q01939|PRS8_YEAST","conditionB-conditionA",5.78459585067624e-09,-1.03043712462624,1.68977478751593e-07,"YEAST","1","-1"
"283","sp|P38431|IF5_YEAST","conditionB-conditionA",5.82086853039855e-09,-1.17767995781304,1.68977478751593e-07,"YEAST","1","-1"
"284","sp|P38999|LYS9_YEAST","conditionB-conditionA",5.8714063825583e-09,-1.06267580406936,1.68977478751593e-07,"YEAST","1","-1"
"285","sp|P27616|PUR7_YEAST","conditionB-conditionA",5.90401932287187e-09,-1.04972300214304,1.68977478751593e-07,"YEAST","1","-1"
"286","sp|P07283|PMM_YEAST","conditionB-conditionA",5.93674727269049e-09,-1.03590409505242,1.68977478751593e-07,"YEAST","1","-1"
"287","sp|P22515|UBA1_YEAST","conditionB-conditionA",5.94272399180490e-09,-1.00428124382856,1.68977478751593e-07,"YEAST","1","-1"
"288","sp|P04147|PABP_YEAST","conditionB-conditionA",5.98824766051916e-09,-1.0696985975409,1.68977478751593e-07,"YEAST","1","-1"
"289","sp|P54783|ALO_YEAST","conditionB-conditionA",6.00563878929342e-09,-1.0087125197514,1.68977478751593e-07,"YEAST","1","-1"
"290","sp|P40010|NUG1_YEAST","conditionB-conditionA",6.04070857264011e-09,-1.09431753328843,1.68977478751593e-07,"YEAST","1","-1"
"291","sp|P39727|ERV46_YEAST","conditionB-conditionA",6.05523758685004e-09,-0.994874740642947,1.68977478751593e-07,"YEAST","1","-1"
"292","sp|P0C2I9|YP12B_YEAST;sp|P0C2J0|YP13B_YEAST;sp|Q12269|YG12B_YEAST;sp|Q12273|YO11B_YEAST;sp|Q03612|YE11B_YEAST;sp|Q03434|YM12B_YEAST;sp|Q04711|YM11B_YEAST;sp|O13535|YH11B_YEAST;sp|Q03619|YE12B_YEAST;sp|Q12088|YL11B_YEAST;sp|P0C2I2|YD14B_YEAST;sp|Q03855|YD11B_YEAST;sp|P47098|YJ11B_YEAST;sp|P0CX66|YE12A_YEAST;sp|P0C2I4|YH11A_YEAST;sp|P0CX69|YM14A_YEAST;sp|O74302|YD13A_YEAST;sp|P0CX57|YA11A_YEAST;sp|P0CX58|YP12A_YEAST;sp|P0CX59|YO12A_YEAST;sp|P0CX60|YP13A_YEAST;sp|P0CX67|YG13A_YEAST;sp|P0CX65|YD14A_YEAST;sp|Q12485|YG12A_YEAST;sp|Q12217|YB12A_YEAST;sp|Q04706|YM11A_YEAST;sp|Q03856|YD11A_YEAST;sp|P47099|YJ12A_YEAST;sp|P0CX68|YL11A_YEAST;sp|Q12470|YN12A_YEAST;sp|O13527|YA11B_YEAST","conditionB-conditionA",6.05977091367068e-09,-1.06318228311371,1.68977478751593e-07,"YEAST","1","-1"
"293","sp|P15624|SYFB_YEAST","conditionB-conditionA",6.06858263169844e-09,-1.04419147357361,1.68977478751593e-07,"YEAST","1","-1"
"294","sp|P27692|SPT5_YEAST","conditionB-conditionA",6.07648279529855e-09,-1.0991975052909,1.68977478751593e-07,"YEAST","1","-1"
"295","sp|P32074|COPG_YEAST","conditionB-conditionA",6.08015928627738e-09,-0.975328852140883,1.68977478751593e-07,"YEAST","1","-1"
"296","sp|P53860|PDR16_YEAST","conditionB-conditionA",6.11442000788767e-09,-1.09180416647941,1.68977478751593e-07,"YEAST","1","-1"
"297","sp|P17423|KHSE_YEAST","conditionB-conditionA",6.12567263395448e-09,-1.16865358558801,1.68977478751593e-07,"YEAST","1","-1"
"298","sp|P38011|GBLP_YEAST","conditionB-conditionA",6.13065802903087e-09,-1.05307165725117,1.68977478751593e-07,"YEAST","1","-1"
"299","sp|Q08920|NCBP2_YEAST","conditionB-conditionA",6.14116317898847e-09,-1.00459304227493,1.68977478751593e-07,"YEAST","1","-1"
"300","sp|P47079|TCPQ_YEAST","conditionB-conditionA",6.17893910420964e-09,-1.05868235627107,1.68977478751593e-07,"YEAST","1","-1"
"301","sp|P53192|GET1_YEAST","conditionB-conditionA",6.18394730263551e-09,-1.16654266953003,1.68977478751593e-07,"YEAST","1","-1"
"302","sp|P02400|RLA4_YEAST","conditionB-conditionA",6.18687146622554e-09,-1.12571539210056,1.68977478751593e-07,"YEAST","1","-1"
"303","sp|P14126|RL3_YEAST","conditionB-conditionA",6.20574387928438e-09,-1.15531781654545,1.68977478751593e-07,"YEAST","1","-1"
"304","sp|Q02784|GLRX5_YEAST","conditionB-conditionA",6.2609785284318e-09,-1.04830817144372,1.68977478751593e-07,"YEAST","1","-1"
"305","sp|P05319|RLA2_YEAST","conditionB-conditionA",6.27770657544158e-09,-1.10898653675238,1.68977478751593e-07,"YEAST","1","-1"
"306","sp|P11412|G6PD_YEAST","conditionB-conditionA",6.28101086617048e-09,-1.02451860834145,1.68977478751593e-07,"YEAST","1","-1"
"307","sp|P17255|VATA_YEAST","conditionB-conditionA",6.28752780732729e-09,-1.0468048694223,1.68977478751593e-07,"YEAST","1","-1"
"308","sp|Q99260|YPT6_YEAST","conditionB-conditionA",6.29439220315929e-09,-1.15328024405471,1.68977478751593e-07,"YEAST","1","-1"
"309","sp|Q12449|AHA1_YEAST","conditionB-conditionA",6.29928636763715e-09,-1.09791558660762,1.68977478751593e-07,"YEAST","1","-1"
"310","sp|P38930|CSK2C_YEAST","conditionB-conditionA",6.30882044785395e-09,-1.07867275994149,1.68977478751593e-07,"YEAST","1","-1"
"311","sp|P25586|KRR1_YEAST","conditionB-conditionA",6.32963072640486e-09,-1.05360139984223,1.68977478751593e-07,"YEAST","1","-1"
"312","sp|P15891|ABP1_YEAST","conditionB-conditionA",6.33455974382065e-09,-1.11378807855549,1.68977478751593e-07,"YEAST","1","-1"
"313","sp|P38993|FET3_YEAST","conditionB-conditionA",6.3527250975888e-09,-1.0762080055648,1.68977478751593e-07,"YEAST","1","-1"
"314","sp|Q07688|YPD1_YEAST","conditionB-conditionA",6.36372802595955e-09,-1.05154040753991,1.68977478751593e-07,"YEAST","1","-1"
"315","sp|P13663|DHAS_YEAST","conditionB-conditionA",6.37326730571075e-09,-1.08153168515968,1.68977478751593e-07,"YEAST","1","-1"
"316","sp|P32892|DRS1_YEAST","conditionB-conditionA",6.38489576533581e-09,-1.06455504784363,1.68977478751593e-07,"YEAST","1","-1"
"317","sp|P14065|GCY1_YEAST","conditionB-conditionA",6.4127052772638e-09,-1.11391315830782,1.69109000002101e-07,"YEAST","1","-1"
"318","sp|P07267|CARP_YEAST","conditionB-conditionA",6.43030754521919e-09,-1.05821857252108,1.69109000002101e-07,"YEAST","1","-1"
"319","sp|Q07844|RIX7_YEAST","conditionB-conditionA",6.4748490019225e-09,-0.987603372685999,1.697465899783e-07,"YEAST","1","-1"
"320","sp|Q01560|NOP3_YEAST","conditionB-conditionA",6.54715250875839e-09,-1.11489793272613,1.70595488208757e-07,"YEAST","1","-1"
"321","sp|P32327|PYC2_YEAST","conditionB-conditionA",6.56860547250778e-09,-1.02846290644063,1.70595488208757e-07,"YEAST","1","-1"
"322","sp|P25087|ERG6_YEAST","conditionB-conditionA",6.6151171026801e-09,-1.1057902186091,1.70595488208757e-07,"YEAST","1","-1"
"323","sp|P47047|MTR4_YEAST","conditionB-conditionA",6.65356021281785e-09,-1.02705739181532,1.70595488208757e-07,"YEAST","1","-1"
"324","sp|P28834|IDH1_YEAST","conditionB-conditionA",6.69703901846944e-09,-1.12041823573124,1.70595488208757e-07,"YEAST","1","-1"
"325","sp|Q03862|ARX1_YEAST","conditionB-conditionA",6.70888131535664e-09,-1.03336868748655,1.70595488208757e-07,"YEAST","1","-1"
"326","sp|P28000|RPAC2_YEAST","conditionB-conditionA",6.72308682463832e-09,-1.11239556729023,1.70595488208757e-07,"YEAST","1","-1"
"327","sp|P48231|TCB2_YEAST","conditionB-conditionA",6.73048656658762e-09,-1.08833740714388,1.70595488208757e-07,"YEAST","1","-1"
"328","sp|P23254|TKT1_YEAST","conditionB-conditionA",6.73261934168407e-09,-1.01320053692587,1.70595488208757e-07,"YEAST","1","-1"
"329","sp|Q12306|SMT3_YEAST","conditionB-conditionA",6.73312699758675e-09,-1.01969585410978,1.70595488208757e-07,"YEAST","1","-1"
"330","sp|P32832|RSC7_YEAST","conditionB-conditionA",6.74707597265548e-09,-0.997257535334403,1.70595488208757e-07,"YEAST","1","-1"
"331","sp|P07172|HIS8_YEAST","conditionB-conditionA",6.75201561605866e-09,-1.10421195240178,1.70595488208757e-07,"YEAST","1","-1"
"332","sp|P39517|DHH1_YEAST","conditionB-conditionA",6.79081796332764e-09,-0.943671948759173,1.7075601684057e-07,"YEAST","1","-1"
"333","sp|Q12499|NOP58_YEAST","conditionB-conditionA",6.81223759800778e-09,-1.08434029418648,1.7075601684057e-07,"YEAST","1","-1"
"334","sp|P47176|BCA2_YEAST","conditionB-conditionA",6.88733565878302e-09,-1.12711587891488,1.7075601684057e-07,"YEAST","1","-1"
"335","sp|P33315|TKT2_YEAST","conditionB-conditionA",6.9206711712858e-09,-1.06908859248407,1.7075601684057e-07,"YEAST","1","-1"
"336","sp|P40202|CCS1_YEAST","conditionB-conditionA",6.96774551207871e-09,-1.03127406370552,1.7075601684057e-07,"YEAST","1","-1"
