"protein","contrast","pvalue","logFC","adj.pvalue","organism","label","TlogFC"
"12294","sp|Q99497|PARK7_HUMAN","conditionC-conditionA",0.103737719631414,-0.09448247216852,0.220613365770979,"HUMAN","0","0"
"12295","sp|O15394|NCAM2_HUMAN","conditionC-conditionA",0.103782832763434,-0.0904425767179169,0.220613365770979,"HUMAN","0","0"
"12296","sp|P38159|RBMX_HUMAN;sp|O75526|RMXL2_HUMAN;sp|Q8N7X1|RMXL3_HUMAN","conditionC-conditionA",0.103800409262016,0.0687017982405034,0.220613365770979,"HUMAN","0","0"
"12297","sp|Q8TD16|BICD2_HUMAN","conditionC-conditionA",0.103816277088585,0.0609586942274684,0.220613365770979,"HUMAN","0","0"
"12298","sp|Q9Y2J0|RP3A_HUMAN","conditionC-conditionA",0.103829447299443,0.100758701736436,0.220613365770979,"HUMAN","0","0"
"12299","sp|Q9BTA9|WAC_HUMAN","conditionC-conditionA",0.103830468453255,0.0662149705751579,0.220613365770979,"HUMAN","0","0"
"12300","sp|Q8IZU2|WDR17_HUMAN","conditionC-conditionA",0.10388800862342,0.158617204928037,0.220679557053,"HUMAN","0","0"
"12301","sp|Q96PE3|INP4A_HUMAN","conditionC-conditionA",0.104004514695981,0.0705560536381686,0.220870938649692,"HUMAN","0","0"
"12302","sp|O14974|MYPT1_HUMAN","conditionC-conditionA",0.104085715996873,0.0611399362213232,0.220987266535123,"HUMAN","0","0"
"12303","sp|A1X283|SPD2B_HUMAN","conditionC-conditionA",0.10434163915132,0.0695471168890829,0.221474398026012,"HUMAN","0","0"
"12304","sp|O75691|UTP20_HUMAN","conditionC-conditionA",0.104545094918246,0.0602418168552725,0.221819713310835,"HUMAN","0","0"
"12305","sp|Q9NVJ2|ARL8B_HUMAN","conditionC-conditionA",0.104557372936902,0.0750578086597386,0.221819713310835,"HUMAN","0","0"
"12306","sp|P11117|PPAL_HUMAN","conditionC-conditionA",0.104899910878347,-0.0742646378325994,0.222489970752123,"HUMAN","0","0"
"12307","sp|P13521|SCG2_HUMAN","conditionC-conditionA",0.104962955182422,0.0594737645836729,0.222567239906338,"HUMAN","0","0"
"12308","sp|P47755|CAZA2_HUMAN","conditionC-conditionA",0.105062938745447,0.0885707925744484,0.222722777370892,"HUMAN","0","0"
"12309","sp|Q53EL6|PDCD4_HUMAN","conditionC-conditionA",0.105132242207342,0.0763671601313635,0.222771107315948,"HUMAN","0","0"
"12310","sp|O14727|APAF_HUMAN","conditionC-conditionA",0.105139012385035,0.0830261318577012,0.222771107315948,"HUMAN","0","0"
"12311","sp|P35658|NU214_HUMAN","conditionC-conditionA",0.105186887742643,0.0550993777097935,0.222816094780071,"HUMAN","0","0"
"12312","sp|P55263|ADK_HUMAN","conditionC-conditionA",0.105263367854512,0.0691767150137612,0.222921637216328,"HUMAN","0","0"
"12313","sp|O00303|EIF3F_HUMAN","conditionC-conditionA",0.105546832949922,0.0718002951454897,0.223437159500166,"HUMAN","0","0"
"12314","sp|Q8NAF0|ZN579_HUMAN","conditionC-conditionA",0.105560231637589,0.0970203924785549,0.223437159500166,"HUMAN","0","0"
"12315","sp|Q96F44|TRI11_HUMAN","conditionC-conditionA",0.105617978038204,0.0839938899929553,0.223502821440664,"HUMAN","0","0"
"12316","sp|Q6PL18|ATAD2_HUMAN","conditionC-conditionA",0.105659475604021,0.062477795952107,0.223534073988472,"HUMAN","0","0"
"12317","sp|Q9NQT4|EXOS5_HUMAN","conditionC-conditionA",0.105763806664171,0.0950616625899482,0.223698208177152,"HUMAN","0","0"
"12318","sp|Q15113|PCOC1_HUMAN","conditionC-conditionA",0.105814177258351,0.0721992912663646,0.223748157879037,"HUMAN","0","0"
"12319","sp|P82914|RT15_HUMAN","conditionC-conditionA",0.105931062536406,0.0674107845925114,0.22393869463902,"HUMAN","0","0"
"12320","sp|Q8NEY8|PPHLN_HUMAN","conditionC-conditionA",0.106196983886447,-0.0690453872021267,0.224444118332665,"HUMAN","0","0"
"12321","sp|Q9BQE3|TBA1C_HUMAN","conditionC-conditionA",0.106260200178451,0.0683784902877099,0.224498148271723,"HUMAN","0","0"
"12322","sp|Q99856|ARI3A_HUMAN","conditionC-conditionA",0.106276236877646,0.0820874250347161,0.224498148271723,"HUMAN","0","0"
"12323","sp|Q9BYV9|BACH2_HUMAN","conditionC-conditionA",0.106345500933975,0.0985948513342039,0.224587733411827,"HUMAN","0","0"
"12324","sp|Q9UPQ0|LIMC1_HUMAN","conditionC-conditionA",0.106439553108985,0.0632473796286302,0.224669892083098,"HUMAN","0","0"
"12325","sp|P12821|ACE_HUMAN","conditionC-conditionA",0.106461107525714,0.0826905693383557,0.224669892083098,"HUMAN","0","0"
"12326","sp|Q8NF91|SYNE1_HUMAN","conditionC-conditionA",0.106464998484433,0.0677756147078148,0.224669892083098,"HUMAN","0","0"
"12327","sp|P04179|SODM_HUMAN","conditionC-conditionA",0.106568207115594,0.0601873550924666,0.22483095764574,"HUMAN","0","0"
"12328","sp|Q5F1R6|DJC21_HUMAN","conditionC-conditionA",0.106820388979882,-0.0743940754159793,0.225306157134616,"HUMAN","0","0"
"12329","sp|O75347|TBCA_HUMAN","conditionC-conditionA",0.106896474973453,-0.099315432447804,0.225409788250879,"HUMAN","0","0"
"12330","sp|Q9NRZ9|HELLS_HUMAN;sp|Q8TE73|DYH5_HUMAN","conditionC-conditionA",0.106944522584676,0.070106431916037,0.225454258224262,"HUMAN","0","0"
"12331","sp|Q70E73|RAPH1_HUMAN","conditionC-conditionA",0.107082944026733,0.0717686651084215,0.225689178653117,"HUMAN","0","0"
"12332","sp|P22303|ACES_HUMAN","conditionC-conditionA",0.107121339970655,0.0892675529366015,0.225713218990826,"HUMAN","0","0"
"12333","sp|Q969E2|SCAM4_HUMAN","conditionC-conditionA",0.107302556449508,0.0770738665221772,0.226038105689481,"HUMAN","0","0"
"12334","sp|Q9UQR1|ZN148_HUMAN","conditionC-conditionA",0.107360464227843,0.0544213525209606,0.226103138337308,"HUMAN","0","0"
"12335","sp|Q13227|GPS2_HUMAN","conditionC-conditionA",0.107513777110485,-0.0692734083451837,0.226369012581819,"HUMAN","0","0"
"12336","sp|Q6PL24|TMED8_HUMAN","conditionC-conditionA",0.107711990150906,0.0832257305405991,0.226729265953191,"HUMAN","0","0"
"12337","sp|Q7Z7E8|UB2Q1_HUMAN;sp|Q8WVN8|UB2Q2_HUMAN","conditionC-conditionA",0.107837918042625,0.0647596033382325,0.226937219071583,"HUMAN","0","0"
"12338","sp|Q9UMX5|NENF_HUMAN","conditionC-conditionA",0.107916115591201,0.079756368899637,0.227044647720557,"HUMAN","0","0"
"12339","sp|O95067|CCNB2_HUMAN","conditionC-conditionA",0.108177097139205,0.0790147830372077,0.227536484752307,"HUMAN","0","0"
"12340","sp|Q9H5J4|ELOV6_HUMAN","conditionC-conditionA",0.108332089860239,0.0708268363332631,0.227805196756646,"HUMAN","0","0"
"12341","sp|Q5I7T1|AG10B_HUMAN;sp|Q5BKT4|AG10A_HUMAN","conditionC-conditionA",0.108428469271902,0.181995424307853,0.227950550156088,"HUMAN","0","0"
"12342","sp|Q6P9B6|MEAK7_HUMAN","conditionC-conditionA",0.108565296955087,0.0973217837934831,0.228180844040057,"HUMAN","0","0"
"12343","sp|Q9GZM8|NDEL1_HUMAN","conditionC-conditionA",0.108629802665887,0.155272710819086,0.228259055199703,"HUMAN","0","0"
"12344","sp|Q06546|GABPA_HUMAN","conditionC-conditionA",0.108728826255446,0.0731281378489876,0.228409739757421,"HUMAN","0","0"
"12345","sp|P04439|HLAA_HUMAN","conditionC-conditionA",0.108825005150591,0.0562771291222888,0.22855437420251,"HUMAN","0","0"
"12346","sp|Q9Y5W7|SNX14_HUMAN","conditionC-conditionA",0.109147298579809,0.0899038422233118,0.229084128127481,"HUMAN","0","0"
"12347","sp|P23469|PTPRE_HUMAN","conditionC-conditionA",0.109150866398341,0.0685430495138868,0.229084128127481,"HUMAN","0","0"
"12348","sp|P42336|PK3CA_HUMAN","conditionC-conditionA",0.109159422526368,0.0693461469181317,0.229084128127481,"HUMAN","0","0"
"12349","sp|P14314|GLU2B_HUMAN","conditionC-conditionA",0.109286737229877,-0.0809262547848095,0.229268918301513,"HUMAN","0","0"
"12350","sp|Q9UK61|TASOR_HUMAN","conditionC-conditionA",0.109302305066141,0.0603305977521337,0.229268918301513,"HUMAN","0","0"
"12351","sp|Q9NZ63|TLS1_HUMAN","conditionC-conditionA",0.10943550718324,0.0716453628037326,0.229490758920119,"HUMAN","0","0"
"12352","sp|Q9Y484|WIPI4_HUMAN","conditionC-conditionA",0.109577881964588,0.0912497262147596,0.22973171894456,"HUMAN","0","0"
"12353","sp|P59923|ZN445_HUMAN","conditionC-conditionA",0.109615527234744,0.0997719998167684,0.229753046181494,"HUMAN","0","0"
"12354","sp|Q9NQZ5|STAR7_HUMAN","conditionC-conditionA",0.109657686103547,0.0639073013030227,0.229783820817831,"HUMAN","0","0"
"12355","sp|P40462|TM108_YEAST","conditionC-conditionA",0.109788945416022,-0.126037981805882,0.230001240108766,"YEAST","1","-1.59946207041627"
"12356","sp|Q9Y3D2|MSRB2_HUMAN","conditionC-conditionA",0.109942566183717,0.0898913736728072,0.230265384671782,"HUMAN","0","0"
"12357","sp|Q70IA6|MOB2_HUMAN","conditionC-conditionA",0.110006542513198,0.0921537797578647,0.230341691296414,"HUMAN","0","0"
"12358","sp|A6ZKI3|RTL8C_HUMAN","conditionC-conditionA",0.11007661813325,0.0669737217746079,0.230430727771808,"HUMAN","0","0"
"12359","sp|Q05086|UBE3A_HUMAN","conditionC-conditionA",0.110243131391967,0.060319293537987,0.230681103173195,"HUMAN","0","0"
"12360","sp|Q9H5J8|TAF1D_HUMAN","conditionC-conditionA",0.110253738742081,0.0826980441803463,0.230681103173195,"HUMAN","0","0"
"12361","sp|Q08417|RSB1_YEAST","conditionC-conditionA",0.110278972914795,0.224697282062591,0.230681103173195,"YEAST","1","-1.59946207041627"
"12362","sp|Q99880|H2B1L_HUMAN;sp|Q96A08|H2B1A_HUMAN","conditionC-conditionA",0.110326359698016,0.117572258153684,0.230702597780404,"HUMAN","0","0"
"12363","sp|Q66PJ3|AR6P4_HUMAN","conditionC-conditionA",0.110344420796558,0.0870080114196755,0.230702597780404,"HUMAN","0","0"
"12364","sp|A8MVW0|F1712_HUMAN","conditionC-conditionA",0.110633274683979,0.0789002425883467,0.23120455259914,"HUMAN","0","0"
"12365","sp|P21266|GSTM3_HUMAN;sp|P46439|GSTM5_HUMAN","conditionC-conditionA",0.110641045739344,0.091579504083489,0.23120455259914,"HUMAN","0","0"
"12366","sp|A2RUC4|TYW5_HUMAN","conditionC-conditionA",0.11066744279019,0.0913768113500739,0.23120455259914,"HUMAN","0","0"
"12367","sp|Q12797|ASPH_HUMAN","conditionC-conditionA",0.110701411887403,0.0674578897990696,0.231217759144443,"HUMAN","0","0"
"12368","sp|P05121|PAI1_HUMAN","conditionC-conditionA",0.110733617136772,0.112265206091458,0.23122727593379,"HUMAN","0","0"
"12369","sp|C9JH25|PRRT4_HUMAN","conditionC-conditionA",0.110872520455324,0.088619063965319,0.231459532842705,"HUMAN","0","0"
"12370","sp|O15127|SCAM2_HUMAN","conditionC-conditionA",0.110968313616012,0.150182172039539,0.231601698719918,"HUMAN","0","0"
"12371","sp|Q9BPX3|CND3_HUMAN","conditionC-conditionA",0.111038533891368,0.0645121066316909,0.231644755981667,"HUMAN","0","0"
"12372","sp|Q9NRX2|RM17_HUMAN","conditionC-conditionA",0.111044341352446,0.0854137675052015,0.231644755981667,"HUMAN","0","0"
"12373","sp|Q9H9Y2|RPF1_HUMAN","conditionC-conditionA",0.111366738869562,0.0841487980861495,0.232259360889314,"HUMAN","0","0"
"12374","sp|Q13685|AAMP_HUMAN","conditionC-conditionA",0.111412508523658,0.0673871866188646,0.232296885759999,"HUMAN","0","0"
"12375","sp|Q96AY4|TTC28_HUMAN","conditionC-conditionA",0.11182861960947,0.0636617245793507,0.233106367346459,"HUMAN","0","0"
"12376","sp|P26640|SYVC_HUMAN","conditionC-conditionA",0.111876341473519,0.0585479078963378,0.233147730810624,"HUMAN","0","0"
"12377","sp|Q8IW45|NNRD_HUMAN","conditionC-conditionA",0.111986770192027,0.108047694389619,0.233265217179305,"HUMAN","0","0"
"12378","sp|P51825|AFF1_HUMAN","conditionC-conditionA",0.111988502567847,-0.12418471115134,0.233265217179305,"HUMAN","0","0"
"12379","sp|O15382|BCAT2_HUMAN","conditionC-conditionA",0.112076116176774,0.0867816847615323,0.23335815117326,"HUMAN","0","0"
"12380","sp|Q96JC1|VPS39_HUMAN","conditionC-conditionA",0.112088926612817,0.0871496688304896,0.23335815117326,"HUMAN","0","0"
"12381","sp|Q9H2P0|ADNP_HUMAN","conditionC-conditionA",0.112182393888203,0.0563732855189843,0.233494614257601,"HUMAN","0","0"
"12382","sp|Q9C0C2|TB182_HUMAN","conditionC-conditionA",0.112230458187338,0.0749057062422659,0.233536531928517,"HUMAN","0","0"
"12383","sp|Q13547|HDAC1_HUMAN","conditionC-conditionA",0.112330130213038,0.0689741591501287,0.233685790788965,"HUMAN","0","0"
"12384","sp|Q8TF68|ZN384_HUMAN","conditionC-conditionA",0.112375627780357,0.0900430262685259,0.233722301697868,"HUMAN","0","0"
"12385","sp|Q96B36|AKTS1_HUMAN","conditionC-conditionA",0.11254180160427,0.0666384387372778,0.234009718253731,"HUMAN","0","0"
"12386","sp|Q9UPY6|WASF3_HUMAN","conditionC-conditionA",0.112747773076759,0.0796699011976793,0.234377318982747,"HUMAN","0","0"
"12387","sp|P23743|DGKA_HUMAN","conditionC-conditionA",0.112774642064639,0.0663221901699292,0.234377318982747,"HUMAN","0","0"
"12388","sp|Q9NX05|F120C_HUMAN","conditionC-conditionA",0.112894538962507,0.0683326589505296,0.234470927070947,"HUMAN","0","0"
"12389","sp|Q92990|GLMN_HUMAN","conditionC-conditionA",0.112928355013178,0.069541498225109,0.234470927070947,"HUMAN","0","0"
"12390","sp|Q9BT09|CNPY3_HUMAN","conditionC-conditionA",0.112930364248486,0.101001209798497,0.234470927070947,"HUMAN","0","0"
"12391","sp|O43795|MYO1B_HUMAN","conditionC-conditionA",0.112931829994234,-0.0572265332147456,0.234470927070947,"HUMAN","0","0"
"12392","sp|Q0P6H9|TMM62_HUMAN","conditionC-conditionA",0.112978671758864,0.133281568048034,0.234492133087032,"HUMAN","0","0"
"12393","sp|Q9NZ43|USE1_HUMAN","conditionC-conditionA",0.112998122245694,0.0708689520170675,0.234492133087032,"HUMAN","0","0"
"12394","sp|O95166|GBRAP_HUMAN;sp|Q9H0R8|GBRL1_HUMAN","conditionC-conditionA",0.113077907701238,0.0654150961529605,0.234599489482871,"HUMAN","0","0"
"12395","sp|Q9Y282|ERGI3_HUMAN","conditionC-conditionA",0.113255277142889,0.0565603778668579,0.234909197109619,"HUMAN","0","0"
"12396","sp|Q12830|BPTF_HUMAN","conditionC-conditionA",0.113361515890847,0.059399509258563,0.235071251523717,"HUMAN","0","0"
"12397","sp|P62249|RS16_HUMAN","conditionC-conditionA",0.113525354653746,-0.0545312633062445,0.235352637820843,"HUMAN","0","0"
"12398","sp|Q9Y678|COPG1_HUMAN","conditionC-conditionA",0.113596903867555,0.0606451515315572,0.235442603976298,"HUMAN","0","0"
"12399","sp|Q86XN8|MEX3D_HUMAN","conditionC-conditionA",0.113832315131951,0.0686238281061709,0.235872064283575,"HUMAN","0","0"
"12400","sp|O76021|RL1D1_HUMAN","conditionC-conditionA",0.113948658962688,-0.0590946221695391,0.236054653184285,"HUMAN","0","0"
"12401","sp|A1L020|MEX3A_HUMAN","conditionC-conditionA",0.114275299612544,0.0930951019566289,0.236672692090071,"HUMAN","0","0"
"12402","sp|O15078|CE290_HUMAN","conditionC-conditionA",0.114328573815155,0.0873267962048448,0.23672440277696,"HUMAN","0","0"
"12403","sp|Q8N6G5|CGAT2_HUMAN","conditionC-conditionA",0.1144334390357,0.106892397383246,0.236882883825634,"HUMAN","0","0"
"12404","sp|Q01581|HMCS1_HUMAN","conditionC-conditionA",0.114664811081345,0.0596741848558261,0.237303097023828,"HUMAN","0","0"
"12405","sp|Q9UJX4|APC5_HUMAN","conditionC-conditionA",0.114763830824118,0.0758297322317902,0.237410901462271,"HUMAN","0","0"
"12406","sp|Q96D15|RCN3_HUMAN","conditionC-conditionA",0.114778766842964,0.112350573792607,0.237410901462271,"HUMAN","0","0"
"12407","sp|Q15651|HMGN3_HUMAN","conditionC-conditionA",0.114802066903435,0.0948075400579147,0.237410901462271,"HUMAN","0","0"
"12408","sp|P82675|RT05_HUMAN","conditionC-conditionA",0.114884189763547,0.0862991337122878,0.237521997278751,"HUMAN","0","0"
"12409","sp|Q8NBJ4|GOLM1_HUMAN","conditionC-conditionA",0.11491828507132,0.0708296132657457,0.237533766201545,"HUMAN","0","0"
"12410","sp|Q16864|VATF_HUMAN","conditionC-conditionA",0.115054487968959,0.0656964702202376,0.237756531476254,"HUMAN","0","0"
"12411","sp|Q8WUP2|FBLI1_HUMAN","conditionC-conditionA",0.115105570109172,0.0597001638392987,0.237803330736908,"HUMAN","0","0"
"12412","sp|Q8NCW6|GLT11_HUMAN","conditionC-conditionA",0.115145141239064,0.139800538506266,0.237826331484884,"HUMAN","0","0"
"12413","sp|Q9NVU0|RPC5_HUMAN","conditionC-conditionA",0.115196010352312,0.0623813613945994,0.237872650512688,"HUMAN","0","0"
"12414","sp|Q8WVT3|TPC12_HUMAN","conditionC-conditionA",0.115306907747359,0.0673656005816308,0.238042870770467,"HUMAN","0","0"
"12415","sp|Q13242|SRSF9_HUMAN","conditionC-conditionA",0.115363814949118,-0.0568830860830507,0.238101575621785,"HUMAN","0","0"
"12416","sp|Q9NS86|LANC2_HUMAN","conditionC-conditionA",0.115450988643689,0.0802047640441722,0.238222703682993,"HUMAN","0","0"
"12417","sp|Q13952|NFYC_HUMAN","conditionC-conditionA",0.115494989959769,0.0927687563542267,0.238254711651098,"HUMAN","0","0"
"12418","sp|P23258|TBG1_HUMAN;sp|Q9NRH3|TBG2_HUMAN","conditionC-conditionA",0.115590551286137,0.0590017903320435,0.238393040790619,"HUMAN","0","0"
"12419","sp|O60524|NEMF_HUMAN","conditionC-conditionA",0.115627195905117,0.0942540723881763,0.238409822326058,"HUMAN","0","0"
"12420","sp|Q9ULP9|TBC24_HUMAN","conditionC-conditionA",0.115719424608272,0.119448092113711,0.238541175252399,"HUMAN","0","0"
"12421","sp|Q8IY37|DHX37_HUMAN","conditionC-conditionA",0.115861916240995,0.0645220796757295,0.238749014020521,"HUMAN","0","0"
"12422","sp|P35475|IDUA_HUMAN","conditionC-conditionA",0.115877346395946,0.0659585943750183,0.238749014020521,"HUMAN","0","0"
"12423","sp|Q7Z6Z7|HUWE1_HUMAN","conditionC-conditionA",0.115950101020661,0.0539595175511636,0.23874974305506,"HUMAN","0","0"
"12424","sp|P52209|6PGD_HUMAN","conditionC-conditionA",0.115961567587649,0.0652062676326807,0.23874974305506,"HUMAN","0","0"
"12425","sp|Q86XI2|CNDG2_HUMAN","conditionC-conditionA",0.115963345245684,0.0743374825272708,0.23874974305506,"HUMAN","0","0"
"12426","sp|Q96JN0|LCOR_HUMAN","conditionC-conditionA",0.116032327704047,0.120648529107302,0.238801491875901,"HUMAN","0","0"
"12427","sp|Q969R5|LMBL2_HUMAN","conditionC-conditionA",0.116059262242003,0.139943277641563,0.238801491875901,"HUMAN","0","0"
"12428","sp|Q9HCE6|ARGAL_HUMAN","conditionC-conditionA",0.116074143785189,0.0736239349237349,0.238801491875901,"HUMAN","0","0"
"12429","sp|Q12846|STX4_HUMAN","conditionC-conditionA",0.116358596434426,0.0719634368769167,0.23932782636033,"HUMAN","0","0"
"12430","sp|Q96RY7|IF140_HUMAN","conditionC-conditionA",0.116393693925688,0.101922263016186,0.239341151291009,"HUMAN","0","0"
"12431","sp|O95373|IPO7_HUMAN","conditionC-conditionA",0.116431143641111,0.0577616229874807,0.239359305376257,"HUMAN","0","0"
"12432","sp|Q6ZSY5|PPR3F_HUMAN","conditionC-conditionA",0.11683842087338,-0.0644165299459472,0.240137555606801,"HUMAN","0","0"
"12433","sp|Q9Y5J1|UTP18_HUMAN","conditionC-conditionA",0.116879949439989,0.0596479822576067,0.240163886281726,"HUMAN","0","0"
"12434","sp|Q9UBX1|CATF_HUMAN","conditionC-conditionA",0.117038750729702,0.107899454627528,0.240431115782978,"HUMAN","0","0"
"12435","sp|Q8WVC0|LEO1_HUMAN","conditionC-conditionA",0.117153923225621,0.0594036010397941,0.240608610003897,"HUMAN","0","0"
"12436","sp|Q8IUD2|RB6I2_HUMAN","conditionC-conditionA",0.11743796185166,0.0529495058747818,0.241073808781815,"HUMAN","0","0"
"12437","sp|Q9BQ52|RNZ2_HUMAN","conditionC-conditionA",0.117438084058007,0.0573121292066645,0.241073808781815,"HUMAN","0","0"
"12438","sp|Q92759|TF2H4_HUMAN","conditionC-conditionA",0.117495388715349,0.0731407653427585,0.241132254190543,"HUMAN","0","0"
"12439","sp|Q9NZB2|F120A_HUMAN","conditionC-conditionA",0.117781074447005,0.0582178217655206,0.241659255544725,"HUMAN","0","0"
"12440","sp|Q9H1A7|RPB1C_HUMAN;sp|Q9GZM3|RPB1B_HUMAN;sp|P52435|RPB11_HUMAN","conditionC-conditionA",0.117868075357109,0.0711915169735288,0.241778443515207,"HUMAN","0","0"
"12441","sp|Q7L8L6|FAKD5_HUMAN","conditionC-conditionA",0.117965955044748,0.0642721441166086,0.241882039047301,"HUMAN","0","0"
"12442","sp|Q16851|UGPA_HUMAN","conditionC-conditionA",0.117976424402002,0.0710193101610415,0.241882039047301,"HUMAN","0","0"
"12443","sp|P33298|PRS6B_YEAST","conditionC-conditionA",0.118217905816016,0.0781744648151909,0.242317731945916,"YEAST","1","-1.59946207041627"
"12444","sp|P48426|PI42A_HUMAN","conditionC-conditionA",0.118290609250404,0.117962819033902,0.242390430837422,"HUMAN","0","0"
"12445","sp|Q9UHB9|SRP68_HUMAN","conditionC-conditionA",0.118311340270042,0.0639875759719885,0.242390430837422,"HUMAN","0","0"
"12446","sp|Q6UX04|CWC27_HUMAN","conditionC-conditionA",0.118462476231279,0.0653863145193065,0.242640629126179,"HUMAN","0","0"
"12447","sp|Q15642|CIP4_HUMAN","conditionC-conditionA",0.118513834709562,0.0705362199215326,0.242683094844993,"HUMAN","0","0"
"12448","sp|P20264|PO3F3_HUMAN;sp|P49335|PO3F4_HUMAN;sp|Q06416|P5F1B_HUMAN;sp|Q01860|PO5F1_HUMAN;sp|Q03052|PO3F1_HUMAN","conditionC-conditionA",0.118558064588113,0.07641989019416,0.242683094844993,"HUMAN","0","0"
"12449","sp|Q9NVM1|EVA1B_HUMAN","conditionC-conditionA",0.118584811277226,0.0855207573622441,0.242683094844993,"HUMAN","0","0"
"12450","sp|Q6P1A2|MBOA5_HUMAN","conditionC-conditionA",0.118608779336313,0.0656653513361101,0.242683094844993,"HUMAN","0","0"
"12451","sp|P12694|ODBA_HUMAN","conditionC-conditionA",0.118628302251146,0.084775597800893,0.242683094844993,"HUMAN","0","0"
"12452","sp|Q9HD26|GOPC_HUMAN","conditionC-conditionA",0.118669367295533,0.0658362291131805,0.242707732622289,"HUMAN","0","0"
"12453","sp|P12429|ANXA3_HUMAN","conditionC-conditionA",0.118854228132134,0.071605351600017,0.24302638383106,"HUMAN","0","0"
"12454","sp|Q5TBB1|RNH2B_HUMAN","conditionC-conditionA",0.118899651738263,0.0708415842600023,0.243059835611609,"HUMAN","0","0"
"12455","sp|O95671|ASML_HUMAN","conditionC-conditionA",0.118980482314894,0.0720734295871217,0.24316563382196,"HUMAN","0","0"
"12456","sp|P53634|CATC_HUMAN","conditionC-conditionA",0.119094892431897,-0.0689930247972613,0.243339991548486,"HUMAN","0","0"
"12457","sp|Q13608|PEX6_HUMAN","conditionC-conditionA",0.119653918208356,0.0970793121781997,0.244422500727034,"HUMAN","0","0"
"12458","sp|Q8N137|CNTRB_HUMAN","conditionC-conditionA",0.119722999407376,0.119976755222278,0.244462933968454,"HUMAN","0","0"
"12459","sp|O75688|PPM1B_HUMAN","conditionC-conditionA",0.119732174762022,0.0669848499610103,0.244462933968454,"HUMAN","0","0"
"12460","sp|P15336|ATF2_HUMAN","conditionC-conditionA",0.119841523602183,0.0918956958275248,0.244626473489152,"HUMAN","0","0"
"12461","sp|Q8IZ40|RCOR2_HUMAN","conditionC-conditionA",0.119872069395259,0.0551329086176864,0.244629115752208,"HUMAN","0","0"
"12462","sp|Q3MII6|TBC25_HUMAN","conditionC-conditionA",0.12002121219984,0.0678677412264238,0.244823734080979,"HUMAN","0","0"
"12463","sp|P10643|CO7_HUMAN;sp|Q12884|SEPR_HUMAN","conditionC-conditionA",0.120025984662443,0.0933497874332667,0.244823734080979,"HUMAN","0","0"
"12464","sp|Q8IY47|KBTB2_HUMAN","conditionC-conditionA",0.120095590420062,0.0695425747506632,0.244905979683731,"HUMAN","0","0"
"12465","sp|Q9BYJ9|YTHD1_HUMAN","conditionC-conditionA",0.120231739170198,0.135848482652268,0.245123850482781,"HUMAN","0","0"
"12466","sp|P29317|EPHA2_HUMAN","conditionC-conditionA",0.120490890182684,0.0855611432808515,0.245435612570816,"HUMAN","0","0"
"12467","sp|Q9UHF7|TRPS1_HUMAN","conditionC-conditionA",0.120515657306433,0.0877751223101967,0.245435612570816,"HUMAN","0","0"
"12468","sp|Q13217|DNJC3_HUMAN","conditionC-conditionA",0.120516133152549,0.0662065333188994,0.245435612570816,"HUMAN","0","0"
"12469","sp|O75132|ZBED4_HUMAN","conditionC-conditionA",0.120522929046305,0.0784850791911671,0.245435612570816,"HUMAN","0","0"
"12470","sp|O94805|ACL6B_HUMAN","conditionC-conditionA",0.120531395531309,0.113701363869311,0.245435612570816,"HUMAN","0","0"
"12471","sp|Q15019|SEPT2_HUMAN","conditionC-conditionA",0.120590179681084,-0.0639436329676361,0.245495538625343,"HUMAN","0","0"
"12472","sp|P04114|APOB_HUMAN","conditionC-conditionA",0.120621542712958,0.0607516795112686,0.245499625628733,"HUMAN","0","0"
"12473","sp|Q9BWT6|MND1_HUMAN","conditionC-conditionA",0.120732560566487,0.0731271282431035,0.245665791731759,"HUMAN","0","0"
"12474","sp|Q92844|TANK_HUMAN","conditionC-conditionA",0.120927036791674,0.0918663403971367,0.2460016562123,"HUMAN","0","0"
"12475","sp|Q9H270|VPS11_HUMAN","conditionC-conditionA",0.121090461190165,0.0741028038338018,0.246274204020757,"HUMAN","0","0"
"12476","sp|O00299|CLIC1_HUMAN","conditionC-conditionA",0.121284746289317,-0.0708860868309234,0.246609368640301,"HUMAN","0","0"
"12477","sp|Q96RQ3|MCCA_HUMAN","conditionC-conditionA",0.121339202805765,0.0553033386799384,0.246660124711865,"HUMAN","0","0"
"12478","sp|Q5FBB7|SGO1_HUMAN","conditionC-conditionA",0.121495500443043,0.0702162281138902,0.246897599062182,"HUMAN","0","0"
"12479","sp|Q9GZN2|TGIF2_HUMAN;sp|Q15583|TGIF1_HUMAN","conditionC-conditionA",0.121515068484987,0.0886222003977371,0.246897599062182,"HUMAN","0","0"
"12480","sp|Q6ZSR9|YJ005_HUMAN","conditionC-conditionA",0.121559799780147,0.0609759245861577,0.246928492970943,"HUMAN","0","0"
"12481","sp|P42766|RL35_HUMAN","conditionC-conditionA",0.121675139921307,-0.0954652667943496,0.247102767159275,"HUMAN","0","0"
"12482","sp|O00458|IFRD1_HUMAN","conditionC-conditionA",0.121910620616933,0.089964781065233,0.247519322594766,"HUMAN","0","0"
"12483","sp|Q9ULJ7|ANR50_HUMAN","conditionC-conditionA",0.121939448653645,0.0880099132635176,0.247519322594766,"HUMAN","0","0"
